item_id,sku_code,category_id_array,category_product,product_name,category_name,brand_name,sale_price,list_price,discount_percentage,average_rating,total_reviews,sold_quantity,estimated_revenue,shop_name,shop_location
2615787186,2615787186_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Gel Ezanic 20% Azelaic Acid thâm đỏ, thâm nâu 15g",skincare,No Brand,130000,145000,10,5,2,26,3380000,Chang.skincare,Vietnam
1841083224,1841083224_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"GEL BÔI MỤN EPIDU O 0,1 % / 2,5% GEL 15G",skincare,No Brand,240000,0,0,0,0,24,5760000,DAISY_SHOP2903,Vietnam
3217791279,3217791279_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Danahan Goyul 3-Piece Set: Red Ginseng Hanbang Basic Skincare for Wrinkle Improvement (Functional),skincare,No Brand,748200,1118000,33,0,18,284,212488800,Gmarket Korea,South Korea
1266865044,1266865044_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Kem Lá Lược vàng hủ trần chữ đỏ,skincare,Lá Lược Vàng,28000,40000,30,4.7,54,1088,30464000,Cửa Hàng Tiện Ích TK,Vietnam
1830939389,1830939389_VNAMZ,"[""4405"",""2277"",""2283""]",2283,KEM SÂM CAO LY 👍❤️ KEM NÁM CAO LY DƯỠNG TRẮNG DA MỜ VẾT NÁM,skincare,No Brand,197000,350000,44,5,6,69,13593000,Nhà thuốc 24h số 1,Vietnam
1369917011,1369917011_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Kem Dưỡng Da LƯỜI THƯỢNG HẠNG QUEENIE SKIN Trắng Mịn Sau 1 Tuần( bao bì mới),skincare,Queenie Skin,299000,399000,25,5,135,546,163254000,MY PHAM SHOP 1624177307,Vietnam
3216819070,3216819070_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"[Sungboon Editor | Green Tomato Pore Lifting Ampoule Plus 30ml+30ml Special Offer,Sungboon Editor | Green Tomato Pore Lifting Ampoule Plus 30ml+30ml Special Offer,]",skincare,Sungboon Editor,455010,679000,33,5,0,5,2275050,Gmarket Korea,South Korea
2473617574,2473617574_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Dung dịch giảm mụn, nám Bạch Hoa Hồng 100ml (Loại thường)",skincare,Bạch hoa hồng,195000,0,0,5,14,76,14820000,Mỹ Phẩm Phú,Vietnam
3241691773,3241691773_VNAMZ,"[""4405"",""2277"",""10100737""]",10100737,Diệp the Bug - Exclusive Deal - La Roche-Posay Cicaplast Baume B5+ Recovery Cream 100ml,skincare,La Roche-Posay,295000,410000,28,5,408,220,64900000,lzdvntest8,null
3152575645,3152575645_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Kem Thạch Dưỡng Da sáng bóng Medicube Collagen Jelly Cream 110ml,skincare,No Brand,365720,572000,36,5,5,48,17554560,myphamchinhhangKorea,Vietnam
2395439194,2395439194_VNAMZ,"[""4405"",""2277"",""10100737""]",10100737,[VC 15% tối đa 80K đơn 399K] [Combo] Bộ 2 Kem dưỡng sáng da đa tầng ngày & đêm Pond's Bright Miracle mờ thâm sạm với 50X Niasorcinol 45G+45G,skincare,Pond's,265000,328000,19,5,6231,33588,8900820000,Unilever Chăm Sóc Vẻ Đẹp,Vietnam
2066961772,2066961772_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Kem Dưỡng Garnier Tinh Chất Serum Sáng Da Ban Ngày 50ml Bright Complete Vitamic C Serum Cream SPF30 Hasaki Sản Phẩm Chính Hãng,skincare,Garnier,180000,219000,18,4.9,38,182,32760000,HASAKI BEAUTY,Vietnam
3212036641,3212036641_VNAMZ,"[""4405"",""2277"",""2283""]",2283,SK-II | Moisturizing & Soothing Essence 230ml,skincare,SK-II,4847000,6302000,23,0,0,154,746438000,Global Selected Brands,China
273694553,273694553_VNAMZ,"[""4405"",""2277"",""10100737""]",10100737,Kem dưỡng ẩm cân bằng Clinique Dramatically Different Moisturizing - Moisturizer 125ml (Gel - Jelly - Lotion),skincare,Clinique,890000,0,0,4.8,1184,9767,8692630000,Clinique Flagship Store,Vietnam
2472493601,2472493601_VNAMZ,"[""4405"",""2277"",""10100737""]",10100737,Serum Dưỡng Da Mặt Glamour Peptit 15Ml Dưỡng Ẩm Làm Săn Chắc Nếp Nhăn Và Làm Mịn Da,skincare,No Brand,21000,50200,57,5,247,1540,32340000,ddddVN.Selection,Vietnam
1871024336,1871024336_VNAMZ,"[""4405"",""4611"",""4680""]",4680,[Buy and Get a Gift] L'Oréal Paris Micellar Water 400ml Hasaki Genuine Product,skincare,L'Oréal Paris,85000,170000,50,5,1989,13818,1174530000,HASAKI BEAUTY,Vietnam
2649418642,2649418642_VNAMZ,"[""4405"",""2277"",""2291""]",2291,COMBO 10 Mặt Nạ Trái Cây Dưỡng Da Trắng Sáng Da Cấp Ẩm Căng Bóng Phục Hồi Da Giảm Mụn Mask Giấy Đắp Mặt Vitamin Serum Bơ Dưa Leo Dâu Hoa Hồng Nha Đam Mật Ong Lựu,skincare,No Brand,33700,47200,28,5,140,796,26825200,MICOMI Cosmetics.Selection,Vietnam
3230374578,3230374578_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"[Remove Acne] Azelaic Acid Fast Acne Removal Cream, Effectively Fades Acne Marks, Reduces Acne Oil Control",skincare,No Brand,76630,127720,40,0,0,2,153260,House Tower,Vietnam
3227572843,3227572843_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Clarifique Double Essence Refining Enzymatic Dual Essence 250ml,skincare,No Brand,4500656,0,0,0,0,0,0,asiadutyfree-kbeauty,China
2175526584,2175526584_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Rejuran Hàn Quốc Căng Bóng Siêu Trẻ Hoá 2cc/1H (Chính Hãng),skincare,No Brand,4500000,5500000,18,0,0,0,0,tuyettrinhnguyen.vn,Vietnam
2695401571,2695401571_VNAMZ,"[""4405"",""2277"",""2283""]",2283,[FreeshipMAX] Serum Trắng Da Mờ Thâm Nám Whitelogist Bright Concentrate Decorte 40ml,skincare,No Brand,4650000,0,0,0,0,0,0,Anni Anna Shop,Vietnam
3020639046,3020639046_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Set nước sữa Sulwhasoo The Ultimate S 6sp ( mẫu mới) chống lão hóa, phục hồi làn da tươi trẻ",skincare,Sulwhasoo,5500000,9000000,39,0,0,0,0,An Chi Cosmetics,Vietnam
2925182293,2925182293_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"[HÀNG CÔNG TY] Tinh Chất Jalupro Super Hydro Giúp Nâng Cơ Trẻ Hoá Căng Bóng Da, Chống Lão Hoá Trẻ Hoá Làn Da",skincare,No Brand,3550000,0,0,0,0,0,0,tuyeulayminh.com,Vietnam
2924957679,2924957679_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"[HÀNG CÔNG TY] Serum Revision DEJ Daily Boosting Serum Chống Lão Hoá, Trẻ Hoá Làn Da, Giúp Da Căng Mịn Săn Chắc 30ml",skincare,No Brand,6435000,0,0,0,0,0,0,tuyeulayminh.com,Vietnam
2522632690,2522632690_VNAMZ,"[""4405"",""2277"",""2290""]",2290,Miếng Dán Hỗ Trợ Giảm Mụn Ngày & Đêm 36 miếng Youbuy,skincare,No Brand,8000,12000,33,4.9,722,3870,30960000,tU8mII.Selection,Vietnam
2472517447,2472517447_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Bộ chăm sóc da VIBRANT GLAMOUR ANNIES với toner/ serum/ kem dưỡng da mặt retinol phục hồi kết cấu da không đồng đều/ mờ,skincare,No Brand,29700,68800,56,4.9,1064,5562,165191400,ddddVN.Selection,Vietnam
3011569344,3011569344_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"(Tách lẻ) Tinh Chất Sẹo Lồi Xẹp Sẹo Giảm Thâm Spa, Mờ Thâm Skincare",skincare,Skincare,105000,0,0,5,14,198,20790000,Ngoc Quyen Cosmetic,Vietnam
3175572325,3175572325_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Las Beauty Grape Seaweed Lotion,skincare,No Brand,65000,0,0,5,3,4,260000, MON BEAUTY SHOP 89,Vietnam
2450205229,2450205229_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Set dưỡng tái sinh Whoo- 𝐖𝐡𝐨𝐨 𝐂𝐡𝐞𝐨𝐧𝐲𝐮𝐥𝐝𝐚𝐧 𝐔𝐥𝐭𝐢𝐦𝐚𝐭𝐞 𝐑𝐞𝐣𝐮𝐯𝐞𝐧𝐚𝐭𝐢𝐯𝐞,skincare,No Brand,3600000,7150000,50,0,0,0,0,Hoàng Minh - Mỹ phẩm Whoo - Ohui - Su:m37,Vietnam
2424069299,2424069299_VNAMZ,"[""4405"",""2277"",""2284""]",2284,Nước cân bằng độ ẩm trẻ hóa da trà xanh OneSpring Green Tea 120ml giúp da sáng căng mướt,skincare,No Brand,34300,48100,28,5,303,1033,35431900,YoonnaShop.Selection,Vietnam
3234408402,3234408402_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Super Brightening Essence Serum 30ml Supports Brightening Skin Care,skincare,No Brand,138000,0,0,0,0,0,0,Đế Chế Nước Hoa Unisex,Vietnam
3246642282,3246642282_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Brightening Anti-Wrinkle Tightening Moisturizing Facial Oil,skincare,No Brand,262000,0,0,4.9,52,0,0,AFU Aofu Specialty Store,China
2253234358,2253234358_VNAMZ,"[""4405"",""2277"",""2283""]",2283,SERUM MỤN CẤP TỐC 24H LINH SÂM - chấm mụn,skincare,Linh Sâm,28900,40000,28,4.9,72,961,27772900,MIKA Cosmetic,Vietnam
3172039272,3172039272_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"(Mp-TH) Hộp 6V Serum se khít cô bé Miko đỏ Thái Lan Se khít , làm Hồng , khử mùi , giảm nấmngứa",skincare,No Brand,74000,95000,22,5,5,19,1406000,Shop MP Thái - Việt Thiên Hoa,Vietnam
165497055,OE680HBAANNZAEVNAMZ,"[""4405"",""2277"",""2283""]",2283,Combo 2 Kem Trị Mụn Và Ngừa Thâm Miss White 12g + Tặng 2 Gói Sữa Rửa Mặt Miss White,skincare,Miss White,89000,150000,41,4.8,350,2175,193575000,Mỹ Phẩm Hân Vy,Vietnam
2496648405,2496648405_VNAMZ,"[""4405"",""4948"",""10100738""]",10100738,Bộ Chăm Sóc Da Hoa Mận LAIKOU Nhật Bản - 5 Sản Phẩm Dành Cho Hydrat Hóa Làm Sáng Màu Da Và Bảo Vệ Tuổi,skincare,Laikou,51700,95700,46,4.9,987,2534,131007800,LAIKOU.Selection,Vietnam
598724055,598724055_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Kem Mụn Hoa Đào Giảm Thâm Mụn, Dưỡng Trắng Da Mờ Thâm [Hàng Chính Hãng]",skincare,No Brand,77000,109000,28,5,8,78,6006000,Oliver Store,Vietnam
3011224025,3011224025_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Essence Dưỡng Sáng Da SK-II GenOptics Infinitaura 75ml,skincare,SK-II,9190000,0,0,4,4,14,128660000,SK-II,Vietnam
3069892421,3069892421_VNAMZ,"[""4405"",""2277"",""2283""]",2283,KEM TRỊ MỤN VÀ NÁM HẢO SÂM (hàng chuẩn mẫu),skincare,No Brand,95000,0,0,5,3,70,6650000,Tạt hóa và mỹ phẩn tổng hợp hoa mận,Hà Giang
3026523580,3026523580_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Combo kem bạch ngọc liên tẩy mạnh shop.linh.anh,skincare,No Brand,95000,0,0,0,0,11,1045000,NANA 789,Vietnam
1967838940,1967838940_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Serum Vitamin C B561 Esthemax 100ml Trắng Sáng Da , Khử Mụn Thâm , Chống Lão Hóa",skincare,Esthemax,49000,85000,42,5,4,34,1666000,Shop Xinh Xinh Chuyên Sỉ MP Chính Hãng,Vietnam
2378531679,2378531679_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Kem Ezanic 20% Azelaic Acid Giảm Mụn Mờ Thâm Dưỡng Trắng Da 15g,skincare,No Brand,145000,200000,28,4.9,301,1482,214890000,Skinfa,Vietnam
2856943234,2856943234_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Combo Tái Tạo Da Gia Truyền Giúp Da Căng Bóng Mịn Màng Sạch Nám Mụn Tàn Nhang,skincare,No Brand,88000,0,0,5,3,20,1760000,MỸ PHẨM CHÍNH HÃNG GIÁ TỐT RUBY,Vietnam
3208407229,3208407229_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"(Mini Size) L'Oreal Paris Glycolic Night Cream for Brightening, Smoothing & Fading Dark Spots 15ml",skincare,No Brand,63000,120000,48,5,3,17,1071000,Shop hàng khuyến mãi Nguyễn Quý,Vietnam
2604325598,2604325598_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Sét Kem Kone Thái Lan ( Hàng Chuẩn Để Lâu Lên Hạt Hàng Mới Chưa Kịp Lên Để Mấy Ngày Là Lên Hạt Nhé Khách ),skincare,Kone,17000,0,0,4.9,34,883,15011000,Roses2000 Mỹ Phẩm,Vietnam
3145373712,3145373712_VNAMZ,"[""4405"",""2277"",""2283""]",2283,[ Sale mẫu cũ] lumos acne plus xóa mụn sạch thâm hàng chuẩn,skincare,No Brand,89000,169000,47,5,35,311,27679000,Hansuri Authentic,Vietnam
1773676996,1773676996_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Kem sữa linh hương Chính Hãng Mới 30ml,skincare,No Brand,155000,0,0,5,12,43,6665000,Tổng kho sỉ lẻ miền Bắc 6688,Vietnam
990448103,990448103_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Kem Giảm Mụn, Thâm Hoa Đào. Giảm mụn chỉ sau 2 tuần sử dụng",skincare,No Brand,135000,155000,13,4.9,21,167,22545000,ThinGroup,Vietnam
2563702352,2563702352_VNAMZ,"[""4405"",""2277"",""2290""]",2290,Gel Lột Mụn Đầu Đen Mụn Cám Than Tre Hoạt Tính Chai 60G Sạch Mụn Thải Độc Chì Và Sáng Da SADOER MICOMI Cosmetics,skincare,No Brand,18600,26800,31,4.9,750,2673,49717800,MICOMI Cosmetics.Selection,Vietnam
1756021904,1756021904_VNAMZ,"[""4405"",""2277"",""2288""]",2288,"Thailand Yanee skin active matte set (3 colors) combo 6 PCs Thailand Yanee skin removal kit for you with a youthful skin, smooth white and bright. Results can be seen after 7 days of use.",skincare,No Brand,109000,159000,31,4.5,15,84,9156000,Beotua Shop,Vietnam
813900935,813900935_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"(Combo 5 Hộp ) Kem Dr Skinacne Sạch Mụn, Giảm Thâm, Trắng Mịn",skincare,No Brand,29000,50000,42,4.6,119,860,24940000,Shop Ngọc Xinh Cosmetic,Vietnam
1860174906,1860174906_VNAMZ,"[""4405"",""2277"",""10100737""]",10100737,Aloe Vera gel Moisturizing & soften skin-aloe gel 98% aloe vera gel milaganics 300ml (JAR)-eherb,skincare,Milaganics,99000,138000,28,4.9,1050,4542,449658000,eHerb,Vietnam
2358911037,2358911037_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"SERUM Trắng Da, Ngừa Mụn Senana 15ml Trẻ Hóa Da, Kiểm Soát Dầu, Dưỡng Ẩm",skincare,SENANA,18090,0,0,4.9,28,276,4992840,Landnn,Vietnam
1351562594,1351562594_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Thorakao Ginseng Cream Supports Acne Reduction & Skin Brightening 7Gr,skincare,Thorakao,33000,0,0,5,182,2030,66990000,Guardian,Vietnam
2635788463,2635788463_VNAMZ,"[""4405"",""2277"",""2291""]",2291,COMBO 10 Mặt Nạ Giấy Dưỡng Da Serum Cấp Ẩm Trắng Da Giảm Mụn Thải Độc Trẻ Hóa Da Mask Đắp Mặt HA Trái Cây Vitamin Vàng 24K Nội Địa Trung MICOMI Cosmetics,skincare,No Brand,32200,45100,28,4.9,547,2012,64786400,MICOMI Cosmetics.Selection,Vietnam
2604328511,2604328511_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Lẻ kem ngày collagen plus vit e dưỡng trắng da,skincare,No Brand,18000,0,0,0,0,5,90000,Shop Hải Phong 1584869578,Vietnam
2060390212,2060390212_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Serum La Roche Posay B5 Hyalu 30ml Tái Tạo Và Phục Hồi Da , Săn Chắc Và Đàn Hồi Da",skincare,No Brand,42000,70000,40,4.8,77,466,19572000,Shop Mỹ Phẩm BULL Chuyên Sỉ,Vietnam
2866305906,2866305906_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Serum Tinh Chất Trắng Da Mờ Thâm Arbutin Niacinamide 30ML SADOER Cấp Ẩm, Mềm Mịn Da, Mờ Đốm Thâm Nám, Thâm Mụn",skincare,SADOER,22500,40000,44,5,2,16,360000,MICOMI Cosmetics,Vietnam
3212971320,3212971320_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Skin Whitening Cream 377 Mmdeir 50g Lady's Cream Makeup Whitening Cream,skincare,No Brand,79000,120000,34,5,3,14,1106000,Mẹ Mon121021,Vietnam
2017330705,2017330705_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Kem Khử Nám CCM Chính Hãng Thái Lan 20g Chuyên Khử Nám , Tàn Nhang , Mờ Thâm Hiệu Quả",skincare,No Brand,105000,140000,25,5,7,59,6195000,Shop Pé Heo Chuyên Sỉ,Vietnam
3086592343,3086592343_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Anti-aging wrinkle removal Moisturizing Cream, dry skin repair cream",skincare,No Brand,11600,17000,32,5,6,34,394400,Mỹ Phẩm Heyxi,Vietnam
3043565574,3043565574_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Kem Dưỡng Da Collagen Kết Hợp Niacinamide KUGE Hủ 50g - Chống Lão Hóa, Cấp Ẩm Sâu, Phục Hồi Tái Tạo Da, Làm Mờ Nếp Nhăn",skincare,OEM,79000,150000,47,0,0,0,0,SBT Cosmetic,Vietnam
2974664282,2974664282_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"(S-Xù) Kem Chấm Mụn Clinda M Thái Lan 15ml Diệt Khuẩn , Làm dịu hiệu quả vùng da nhạy cảm, chống viêm và ngăn ngừa sự hình thành của mụn",skincare,No Brand,67000,90000,26,0,0,1,67000,Shop Mỹ Phẩm XÙ Cosmetic Chuyên Sỉ,Vietnam
1275281977,1275281977_VNAMZ,"[""4405"",""2277"",""2283""]",2283,[Hcm] Genuine Japanese Bb Stamp Meiduzi Cream 20Gr,skincare,MEIDUZI,99000,190000,48,5,159,897,88803000,Shop Quốc Nam,Vietnam
704078953,704078953_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Kem làm trắng da xóa nám, mụn AC Thái Lan",skincare,No Brand,13000,25000,48,4.8,97,1217,15821000,CUTY-MP,Vietnam
